=== Run information ===

Evaluator:    weka.attributeSelection.InfoGainAttributeEval 
0.60949224375189728    305 DYNJMPREL
0.60949224375189728    296 DYNPLTRELSZ
0.59682250139107792     14 StringTableIndex
0.55014942727424256    259 .got.plt_alignment
0.5498061172894548     256 .got.plt_entsize
0.50630163254859872    341 GOT_SIZE
0.50319799666635648     24 .bss_size
0.48172948144633872    292 s_STT_NOTYPE_STB_LOCAL
0.46912493041079912     38 .data_size
0.45841261562852       278 symbol_tab
0.451745165391736      283 s_STT_FUNC_STB_GLOBAL
0.45084075100714624    288 s_STT_OBJECT_STB_LOCAL
0.45050018768841408      7 SectionHeaderOffset
0.45024716374668184    281 s_STT_FUNC
0.44841571753707256    284 s_STB_GLOBAL
0.44502735905297064    287 s_STT_OBJECT
0.44482671680579584    289 s_STT_NOTYPE
0.43884673275200888     13 EntriesSection
0.42519952579814016     17 .text_size
0.42367721815503464    282 s_STB_LOCAL
0.41763628305213464    293 s_STT_OBJECT_STB_GLOBAL
0.40126915086447192    276 s_STT_FUNC_STB_LOCAL
0.39599681127235072    112 .got_alignment
0.39501996209089696    109 .got_entsize
0.39276732711393472    255 .got.plt_size
0.36452942557866352    285 s_STB_WEAK
0.36126822601540608     42 .data_alignment
0.35217975949531112    143 .rodata_size
0.33403070766548576    286 s_STT_OBJECT_STB_WEAK
0.32945033720176088    280 s_STT_FUNC_STB_WEAK
0.291669176414026      262 STT_OBJECT_STB_GLOBAL
0.291342495709441      274 STT_OBJECT
0.21869227057364572    108 .got_size
0.21529680668246452    291 s_STT_NOTYPE_STB_WEAK
0.18749089407142916     28 .bss_alignment
0.1860340935041802     105 .init_alignment
0.18550719310796592     84 .fini_alignment
0.1796946973111665      31 .comment_size
0.17910315371493202    290 s_STT_NOTYPE_STB_GLOBAL
0.1783355325967001     271 STT_NOTYPE_STB_GLOBAL
0.1724080269836783     147 .rodata_alignment
0.16276004296039226    137 .plt_entsize
0.15599803458461792    164 .strtab_size
0.15507923623734154    174 .symtab_info
0.15092290389114982    172 .symtab_entsize
0.15092290389114982    175 .symtab_alignment
0.14590369164279938    171 .symtab_size
0.13937942823924066     59 .dynamic_size
0.1369551816574337      63 .dynamic_alignment
0.1369551816574337      60 .dynamic_entsize
0.1369551816574337      77 .dynsym_alignment
0.1369551816574337      74 .dynsym_entsize
0.13657841627070056    115 .interp_size
0.12529889497285884    173 .symtab_table_index_link
0.11688638880537782     75 .dynsym_table_index_link
0.11688638880537782     61 .dynamic_table_index_link
0.11602374195220066     98 .gnu.hash_alignment
0.11602374195220022     95 .gnu.hash_entsize
0.11017026860069712    142 .rodata_flags
0.11017026860069712    144 .rodata_entsize
0.09619658706155066     96 .gnu.hash_table_index_link
0.09419297725946008     92 .gnu.hash_type
0.08853923527656116    113 .interp_type
0.08844362262069706     64 .dynstr_type
0.08844362262069706     57 .dynamic_type
0.08844362262069706     71 .dynsym_type
0.08319391367082086    264 STT_OBJECT_STB_WEAK
0.08317072435150752    134 .plt_type
0.07584093691421012     21 .text_alignment
0.07364818695438136     32 .comment_entsize
0.05631206889341678    140 .plt_alignment
0.05107958835803196     94 .gnu.hash_size
0.04650069753505448    106 .got_type
0.028541569567197      253 .got.plt_type
0.02755504631071793     99 .init_type
0.02755504631071793     78 .fini_type
0.02744174612444217     36 .data_type
0.02733833023391919    141 .rodata_type
0.02729807513472094     15 .text_type
0.02673452638818974     73 .dynsym_size
0.02431314942022134    136 .plt_size
0.02004665128527139    275 STT_FUNC_STB_WEAK
0.01181489010304882     66 .dynstr_size
0.01136534056521521    329 R_386_JUMP_SLOT
0.008914365557393      313 DYNRELSZ
0.008914365557393      302 DYNRELENT
0.008914365557393      317 DYNREL
0.00836538267227271    328 R_386_GLOB_DAT
0.00630225198383805    307 DYNRPATH
0.00460798353679592    330 R_386_COPY
0.00337899547892173    320 DYNHASH
0.00202680953905454      8 Flags
0.00083044506924013    135 .plt_flags
0.00052826222040436     76 .dynsym_info
0.0003926578599196     107 .got_flags
0.00017784865706361     22 .bss_type
0.0001133716673769      91 .hash_alignment
0.00003881698011254     89 .hash_table_index_link
0.00000083871159895     85 .hash_type
0.00000000000000377    247 .rel.plt_flags
0.00000000000000167    239 .rel.dyn_type
0.00000000000000155    246 .rel.plt_type
0.00000000000000133    183 .sbss_type
0.00000000000000133    184 .sbss_flags
